Country,HSCode,Year,Value(Imports),Growth
AFGHANISTAN,HSCode_29,2019,4.18,-41.52
ALBANIA,HSCode_29,2019,0.32,-62.19
ALGERIA,HSCode_29,2019,36.3,-35.77
ANGOLA,HSCode_29,2019,0.93,-41.72
ANTIGUA,HSCode_29,2019,0.0,
ARGENTINA,HSCode_29,2019,84.19,10.6
ARMENIA,HSCode_29,2019,0.14,-26.39
AUSTRALIA,HSCode_29,2019,45.35,-3.0
AUSTRIA,HSCode_29,2019,42.72,-4.49
AZERBAIJAN,HSCode_29,2019,0.1,-18.8
BAHAMAS,HSCode_29,2019,0.0,
BAHARAIN IS,HSCode_29,2019,3.56,8.46
BANGLADESH PR,HSCode_29,2019,278.84,10.35
BARBADOS,HSCode_29,2019,0.19,83.99
BELARUS,HSCode_29,2019,7.93,1.3
BELGIUM,HSCode_29,2019,457.93,-4.17
BELIZE,HSCode_29,2019,0.02,21980.56
BENIN,HSCode_29,2019,0.5,9.28
BHUTAN,HSCode_29,2019,0.69,-14.79
BOLIVIA,HSCode_29,2019,2.29,10.56
BOSNIA-HRZGOVIN,HSCode_29,2019,1.1,-17.67
BOTSWANA,HSCode_29,2019,0.01,7.84
BR VIRGN IS,HSCode_29,2019,,
BRAZIL,HSCode_29,2019,494.88,-14.09
BRUNEI,HSCode_29,2019,0.69,177.18
BULGARIA,HSCode_29,2019,55.86,11.6
BURKINA FASO,HSCode_29,2019,0.04,-65.47
BURUNDI,HSCode_29,2019,0.87,92.97
C AFRI REP,HSCode_29,2019,0.0,232.27
CAMBODIA,HSCode_29,2019,5.79,191.84
CAMEROON,HSCode_29,2019,3.13,46.42
CANADA,HSCode_29,2019,195.48,-11.54
CAPE VERDE IS,HSCode_29,2019,0.01,15.84
CAYMAN IS,HSCode_29,2019,0.0,
CHAD,HSCode_29,2019,0.01,-93.79
CHILE,HSCode_29,2019,30.29,1.04
CHINA P RP,HSCode_29,2019,2702.46,-16.83
COLOMBIA,HSCode_29,2019,87.71,4.66
COMOROS,HSCode_29,2019,0.0,-17.14
CONGO D. REP.,HSCode_29,2019,8.54,7.03
CONGO P REP,HSCode_29,2019,0.37,-49.39
COSTA RICA,HSCode_29,2019,3.84,-19.87
COTE D' IVOIRE,HSCode_29,2019,6.81,27.23
CROATIA,HSCode_29,2019,65.86,8.49
CUBA,HSCode_29,2019,4.2,-32.46
CYPRUS,HSCode_29,2019,47.9,38.22
CZECH REPUBLIC,HSCode_29,2019,46.2,16.34
DENMARK,HSCode_29,2019,14.6,1.14
DJIBOUTI,HSCode_29,2019,0.57,-10.64
DOMINIC REP,HSCode_29,2019,4.44,13.91
DOMINICA,HSCode_29,2019,0.12,11.43
ECUADOR,HSCode_29,2019,7.23,-12.67
EGYPT A RP,HSCode_29,2019,246.52,0.28
EL SALVADOR,HSCode_29,2019,6.76,46.57
EQUTL GUINEA,HSCode_29,2019,0.0,-99.87
ERITREA,HSCode_29,2019,0.0,-98.77
ESTONIA,HSCode_29,2019,2.9,41.48
ETHIOPIA,HSCode_29,2019,9.06,-31.83
FIJI IS,HSCode_29,2019,0.73,139.12
FINLAND,HSCode_29,2019,17.81,-14.22
FR GUIANA,HSCode_29,2019,,
FR POLYNESIA,HSCode_29,2019,0.01,
FRANCE,HSCode_29,2019,271.18,11.23
GABON,HSCode_29,2019,0.82,1808.8
GAMBIA,HSCode_29,2019,0.21,-19.39
GEORGIA,HSCode_29,2019,3.28,-18.11
GERMANY,HSCode_29,2019,706.45,-2.41
GHANA,HSCode_29,2019,18.57,-26.38
GREECE,HSCode_29,2019,60.34,-14.55
GRENADA,HSCode_29,2019,0.0,-78.58
GUADELOUPE,HSCode_29,2019,,
GUAM,HSCode_29,2019,0.08,171.25
GUATEMALA,HSCode_29,2019,13.9,19.58
GUINEA,HSCode_29,2019,0.31,46.61
GUINEA BISSAU,HSCode_29,2019,0.0,-99.4
GUYANA,HSCode_29,2019,0.48,-13.46
HAITI,HSCode_29,2019,0.27,16.64
HONDURAS,HSCode_29,2019,1.58,13.66
HONG KONG,HSCode_29,2019,29.3,-6.14
HUNGARY,HSCode_29,2019,92.73,-3.07
ICELAND,HSCode_29,2019,0.4,138.77
INDONESIA,HSCode_29,2019,547.47,-13.06
IRAN,HSCode_29,2019,323.13,35.35
IRAQ,HSCode_29,2019,11.2,26.44
IRELAND,HSCode_29,2019,202.14,16.79
ISRAEL,HSCode_29,2019,101.89,-23.38
ITALY,HSCode_29,2019,358.84,-1.51
JAMAICA,HSCode_29,2019,0.63,8.2
JAPAN,HSCode_29,2019,559.27,6.17
JORDAN,HSCode_29,2019,53.75,-9.12
KAZAKHSTAN,HSCode_29,2019,1.93,-29.7
KENYA,HSCode_29,2019,46.44,-10.15
KOREA DP RP,HSCode_29,2019,0.92,-46.12
KOREA RP,HSCode_29,2019,439.37,0.73
KUWAIT,HSCode_29,2019,43.02,61.1
KYRGHYZSTAN,HSCode_29,2019,0.12,57.05
LAO PD RP,HSCode_29,2019,0.31,28.97
LATVIA,HSCode_29,2019,3.36,0.16
LEBANON,HSCode_29,2019,21.39,4.5
LESOTHO,HSCode_29,2019,,
LIBERIA,HSCode_29,2019,0.43,-34.59
LIBYA,HSCode_29,2019,1.15,260.26
LITHUANIA,HSCode_29,2019,5.4,-34.48
LUXEMBOURG,HSCode_29,2019,0.02,7212.7
MACAO,HSCode_29,2019,0.25,-26.1
MACEDONIA,HSCode_29,2019,9.98,6.8
MADAGASCAR,HSCode_29,2019,1.21,-33.63
MALAWI,HSCode_29,2019,1.95,15.96
MALAYSIA,HSCode_29,2019,560.84,5.94
MALDIVES,HSCode_29,2019,0.1,-30.95
MALI,HSCode_29,2019,0.14,0.21
MALTA,HSCode_29,2019,20.33,-13.98
MARTINIQUE,HSCode_29,2019,0.0,-3.93
MAURITANIA,HSCode_29,2019,0.12,-61.36
MAURITIUS,HSCode_29,2019,0.99,-29.76
MEXICO,HSCode_29,2019,291.28,-17.45
MICRONESIA,HSCode_29,2019,0.0,
MOLDOVA,HSCode_29,2019,0.47,28.5
MONACO,HSCode_29,2019,,
MONGOLIA,HSCode_29,2019,0.04,168.43
MONTENEGRO,HSCode_29,2019,1.88,133.37
MONTSERRAT,HSCode_29,2019,0.0,63.09
MOROCCO,HSCode_29,2019,27.02,33.21
MOZAMBIQUE,HSCode_29,2019,8.93,16.66
MYANMAR,HSCode_29,2019,5.66,4.94
N. MARIANA IS.,HSCode_29,2019,0.1,
NAMIBIA,HSCode_29,2019,0.0,45.54
NEPAL,HSCode_29,2019,48.2,1.12
NETHERLAND,HSCode_29,2019,509.25,0.56
NETHERLANDANTIL,HSCode_29,2019,0.0,-78.92
NEW CALEDONIA,HSCode_29,2019,0.0,-74.85
NEW ZEALAND,HSCode_29,2019,12.28,25.73
NICARAGUA,HSCode_29,2019,1.48,69.0
NIGER,HSCode_29,2019,0.17,150.9
NIGERIA,HSCode_29,2019,81.45,-15.71
NORWAY,HSCode_29,2019,80.93,68.78
OMAN,HSCode_29,2019,67.79,17.72
PAKISTAN IR,HSCode_29,2019,273.99,-40.15
PANAMA REPUBLIC,HSCode_29,2019,2.13,-29.8
PAPUA N GNA,HSCode_29,2019,0.19,4977.03
PARAGUAY,HSCode_29,2019,8.3,-20.86
PERU,HSCode_29,2019,25.34,-5.65
PHILIPPINES,HSCode_29,2019,47.22,2.7
PITCAIRN IS.,HSCode_29,2019,0.0,
POLAND,HSCode_29,2019,88.95,13.95
PORTUGAL,HSCode_29,2019,60.06,55.45
PUERTO RICO,HSCode_29,2019,37.35,0.14
QATAR,HSCode_29,2019,63.08,-36.2
REUNION,HSCode_29,2019,0.22,91.12
ROMANIA,HSCode_29,2019,23.82,40.49
RUSSIA,HSCode_29,2019,205.94,37.67
RWANDA,HSCode_29,2019,0.43,41.76
SAUDI ARAB,HSCode_29,2019,563.53,14.25
SENEGAL,HSCode_29,2019,6.9,1.37
SERBIA,HSCode_29,2019,39.37,31.8
SEYCHELLES,HSCode_29,2019,0.01,429.46
SIERRA LEONE,HSCode_29,2019,0.15,333.79
SINGAPORE,HSCode_29,2019,358.35,0.63
SLOVAK REP,HSCode_29,2019,3.34,9.19
SLOVENIA,HSCode_29,2019,98.41,21.18
SOLOMON IS,HSCode_29,2019,0.0,
SOMALIA,HSCode_29,2019,1.69,69.59
SOUTH AFRICA,HSCode_29,2019,102.8,-35.33
SOUTH SUDAN,HSCode_29,2019,,
SPAIN,HSCode_29,2019,528.22,-0.67
SRI LANKA DSR,HSCode_29,2019,31.86,7.19
ST KITT N A,HSCode_29,2019,0.0,
ST LUCIA,HSCode_29,2019,,
ST VINCENT,HSCode_29,2019,0.0,-36.52
STATE OF PALEST,HSCode_29,2019,0.05,-27.99
SUDAN,HSCode_29,2019,22.13,54.0
SURINAME,HSCode_29,2019,0.05,1006.16
SWAZILAND,HSCode_29,2019,1.47,92.42
SWEDEN,HSCode_29,2019,15.95,-27.45
SWITZERLAND,HSCode_29,2019,539.28,14.43
SYRIA,HSCode_29,2019,13.61,-34.57
TAIWAN,HSCode_29,2019,225.53,-12.75
TAJIKISTAN,HSCode_29,2019,0.02,-63.76
TANZANIA REP,HSCode_29,2019,18.83,3.53
THAILAND,HSCode_29,2019,291.61,-27.13
TIMOR LESTE,HSCode_29,2019,0.0,-99.55
TOGO,HSCode_29,2019,4.02,-25.0
TONGA,HSCode_29,2019,0.0,
TRINIDAD,HSCode_29,2019,0.55,6.35
TUNISIA,HSCode_29,2019,18.45,0.27
TURKEY,HSCode_29,2019,358.17,13.12
TURKMENISTAN,HSCode_29,2019,1.3,-41.7
U ARAB EMTS,HSCode_29,2019,379.62,-15.47
U K,HSCode_29,2019,236.27,-7.17
U S A,HSCode_29,2019,1908.85,3.55
UGANDA,HSCode_29,2019,16.19,-25.99
UKRAINE,HSCode_29,2019,12.1,-8.43
UNSPECIFIED,HSCode_29,2019,0.02,-98.96
URUGUAY,HSCode_29,2019,15.51,33.2
US MINOR OUTLYING ISLANDS,HSCode_29,2019,,
UZBEKISTAN,HSCode_29,2019,2.39,4.61
VENEZUELA,HSCode_29,2019,1.47,-25.59
VIETNAM SOC REP,HSCode_29,2019,129.35,-5.43
VIRGIN IS US,HSCode_29,2019,0.01,
YEMEN REPUBLC,HSCode_29,2019,6.65,15.42
ZAMBIA,HSCode_29,2019,1.11,-42.23
ZIMBABWE,HSCode_29,2019,1.14,-19.05
AFGHANISTAN,HSCode_29,2018,7.15,NA
ALBANIA,HSCode_29,2018,0.85,NA
ALGERIA,HSCode_29,2018,56.52,NA
ANGOLA,HSCode_29,2018,1.59,NA
ANTIGUA,HSCode_29,2018,,NA
ARGENTINA,HSCode_29,2018,76.12,NA
ARMENIA,HSCode_29,2018,0.19,NA
AUSTRALIA,HSCode_29,2018,46.75,NA
AUSTRIA,HSCode_29,2018,44.74,NA
AZERBAIJAN,HSCode_29,2018,0.12,NA
BAHAMAS,HSCode_29,2018,,NA
BAHARAIN IS,HSCode_29,2018,3.28,NA
BANGLADESH PR,HSCode_29,2018,252.69,NA
BARBADOS,HSCode_29,2018,0.1,NA
BELARUS,HSCode_29,2018,7.83,NA
BELGIUM,HSCode_29,2018,477.84,NA
BELIZE,HSCode_29,2018,0.0,NA
BENIN,HSCode_29,2018,0.46,NA
BHUTAN,HSCode_29,2018,0.81,NA
BOLIVIA,HSCode_29,2018,2.07,NA
BOSNIA-HRZGOVIN,HSCode_29,2018,1.34,NA
BOTSWANA,HSCode_29,2018,0.01,NA
BR VIRGN IS,HSCode_29,2018,0.01,NA
BRAZIL,HSCode_29,2018,576.07,NA
BRUNEI,HSCode_29,2018,0.25,NA
BULGARIA,HSCode_29,2018,50.05,NA
BURKINA FASO,HSCode_29,2018,0.12,NA
BURUNDI,HSCode_29,2018,0.45,NA
C AFRI REP,HSCode_29,2018,0.0,NA
CAMBODIA,HSCode_29,2018,1.98,NA
CAMEROON,HSCode_29,2018,2.14,NA
CANADA,HSCode_29,2018,220.98,NA
CAPE VERDE IS,HSCode_29,2018,0.01,NA
CAYMAN IS,HSCode_29,2018,,NA
CHAD,HSCode_29,2018,0.13,NA
CHILE,HSCode_29,2018,29.98,NA
CHINA P RP,HSCode_29,2018,3249.23,NA
COLOMBIA,HSCode_29,2018,83.8,NA
COMOROS,HSCode_29,2018,0.0,NA
CONGO D. REP.,HSCode_29,2018,7.98,NA
CONGO P REP,HSCode_29,2018,0.72,NA
COSTA RICA,HSCode_29,2018,4.79,NA
COTE D' IVOIRE,HSCode_29,2018,5.35,NA
CROATIA,HSCode_29,2018,60.71,NA
CUBA,HSCode_29,2018,6.22,NA
CYPRUS,HSCode_29,2018,34.65,NA
CZECH REPUBLIC,HSCode_29,2018,39.71,NA
DENMARK,HSCode_29,2018,14.44,NA
DJIBOUTI,HSCode_29,2018,0.63,NA
DOMINIC REP,HSCode_29,2018,3.9,NA
DOMINICA,HSCode_29,2018,0.11,NA
ECUADOR,HSCode_29,2018,8.28,NA
EGYPT A RP,HSCode_29,2018,245.84,NA
EL SALVADOR,HSCode_29,2018,4.61,NA
EQUTL GUINEA,HSCode_29,2018,0.16,NA
ERITREA,HSCode_29,2018,0.1,NA
ESTONIA,HSCode_29,2018,2.05,NA
ETHIOPIA,HSCode_29,2018,13.29,NA
FIJI IS,HSCode_29,2018,0.3,NA
FINLAND,HSCode_29,2018,20.77,NA
FR GUIANA,HSCode_29,2018,0.11,NA
FR POLYNESIA,HSCode_29,2018,,NA
FRANCE,HSCode_29,2018,243.8,NA
GABON,HSCode_29,2018,0.04,NA
GAMBIA,HSCode_29,2018,0.27,NA
GEORGIA,HSCode_29,2018,4.0,NA
GERMANY,HSCode_29,2018,723.92,NA
GHANA,HSCode_29,2018,25.23,NA
GREECE,HSCode_29,2018,70.61,NA
GRENADA,HSCode_29,2018,0.0,NA
GUADELOUPE,HSCode_29,2018,0.01,NA
GUAM,HSCode_29,2018,0.03,NA
GUATEMALA,HSCode_29,2018,11.63,NA
GUINEA,HSCode_29,2018,0.21,NA
GUINEA BISSAU,HSCode_29,2018,0.03,NA
GUYANA,HSCode_29,2018,0.55,NA
HAITI,HSCode_29,2018,0.23,NA
HONDURAS,HSCode_29,2018,1.39,NA
HONG KONG,HSCode_29,2018,31.22,NA
HUNGARY,HSCode_29,2018,95.67,NA
ICELAND,HSCode_29,2018,0.17,NA
INDONESIA,HSCode_29,2018,629.72,NA
IRAN,HSCode_29,2018,238.74,NA
IRAQ,HSCode_29,2018,8.85,NA
IRELAND,HSCode_29,2018,173.07,NA
ISRAEL,HSCode_29,2018,132.98,NA
ITALY,HSCode_29,2018,364.33,NA
JAMAICA,HSCode_29,2018,0.58,NA
JAPAN,HSCode_29,2018,526.75,NA
JORDAN,HSCode_29,2018,59.14,NA
KAZAKHSTAN,HSCode_29,2018,2.75,NA
KENYA,HSCode_29,2018,51.69,NA
KOREA DP RP,HSCode_29,2018,1.71,NA
KOREA RP,HSCode_29,2018,436.17,NA
KUWAIT,HSCode_29,2018,26.7,NA
KYRGHYZSTAN,HSCode_29,2018,0.08,NA
LAO PD RP,HSCode_29,2018,0.24,NA
LATVIA,HSCode_29,2018,3.35,NA
LEBANON,HSCode_29,2018,20.47,NA
LESOTHO,HSCode_29,2018,0.02,NA
LIBERIA,HSCode_29,2018,0.65,NA
LIBYA,HSCode_29,2018,0.32,NA
LITHUANIA,HSCode_29,2018,8.24,NA
LUXEMBOURG,HSCode_29,2018,0.0,NA
MACAO,HSCode_29,2018,0.34,NA
MACEDONIA,HSCode_29,2018,9.35,NA
MADAGASCAR,HSCode_29,2018,1.82,NA
MALAWI,HSCode_29,2018,1.68,NA
MALAYSIA,HSCode_29,2018,529.39,NA
MALDIVES,HSCode_29,2018,0.14,NA
MALI,HSCode_29,2018,0.14,NA
MALTA,HSCode_29,2018,23.63,NA
MARTINIQUE,HSCode_29,2018,0.0,NA
MAURITANIA,HSCode_29,2018,0.31,NA
MAURITIUS,HSCode_29,2018,1.41,NA
MEXICO,HSCode_29,2018,352.87,NA
MICRONESIA,HSCode_29,2018,,NA
MOLDOVA,HSCode_29,2018,0.37,NA
MONACO,HSCode_29,2018,0.08,NA
MONGOLIA,HSCode_29,2018,0.02,NA
MONTENEGRO,HSCode_29,2018,0.81,NA
MONTSERRAT,HSCode_29,2018,0.0,NA
MOROCCO,HSCode_29,2018,20.29,NA
MOZAMBIQUE,HSCode_29,2018,7.65,NA
MYANMAR,HSCode_29,2018,5.4,NA
N. MARIANA IS.,HSCode_29,2018,,NA
NAMIBIA,HSCode_29,2018,0.0,NA
NEPAL,HSCode_29,2018,47.67,NA
NETHERLAND,HSCode_29,2018,506.41,NA
NETHERLANDANTIL,HSCode_29,2018,0.0,NA
NEW CALEDONIA,HSCode_29,2018,0.0,NA
NEW ZEALAND,HSCode_29,2018,9.77,NA
NICARAGUA,HSCode_29,2018,0.87,NA
NIGER,HSCode_29,2018,0.07,NA
NIGERIA,HSCode_29,2018,96.63,NA
NORWAY,HSCode_29,2018,47.95,NA
OMAN,HSCode_29,2018,57.58,NA
PAKISTAN IR,HSCode_29,2018,457.77,NA
PANAMA REPUBLIC,HSCode_29,2018,3.04,NA
PAPUA N GNA,HSCode_29,2018,0.0,NA
PARAGUAY,HSCode_29,2018,10.48,NA
PERU,HSCode_29,2018,26.86,NA
PHILIPPINES,HSCode_29,2018,45.98,NA
PITCAIRN IS.,HSCode_29,2018,,NA
POLAND,HSCode_29,2018,78.07,NA
PORTUGAL,HSCode_29,2018,38.63,NA
PUERTO RICO,HSCode_29,2018,37.29,NA
QATAR,HSCode_29,2018,98.87,NA
REUNION,HSCode_29,2018,0.12,NA
ROMANIA,HSCode_29,2018,16.95,NA
RUSSIA,HSCode_29,2018,149.59,NA
RWANDA,HSCode_29,2018,0.3,NA
SAUDI ARAB,HSCode_29,2018,493.22,NA
SENEGAL,HSCode_29,2018,6.81,NA
SERBIA,HSCode_29,2018,29.87,NA
SEYCHELLES,HSCode_29,2018,0.0,NA
SIERRA LEONE,HSCode_29,2018,0.04,NA
SINGAPORE,HSCode_29,2018,356.11,NA
SLOVAK REP,HSCode_29,2018,3.06,NA
SLOVENIA,HSCode_29,2018,81.21,NA
SOLOMON IS,HSCode_29,2018,,NA
SOMALIA,HSCode_29,2018,0.99,NA
SOUTH AFRICA,HSCode_29,2018,158.95,NA
SOUTH SUDAN,HSCode_29,2018,0.04,NA
SPAIN,HSCode_29,2018,531.76,NA
SRI LANKA DSR,HSCode_29,2018,29.72,NA
ST KITT N A,HSCode_29,2018,,NA
ST LUCIA,HSCode_29,2018,0.01,NA
ST VINCENT,HSCode_29,2018,0.0,NA
STATE OF PALEST,HSCode_29,2018,0.07,NA
SUDAN,HSCode_29,2018,14.37,NA
SURINAME,HSCode_29,2018,0.0,NA
SWAZILAND,HSCode_29,2018,0.77,NA
SWEDEN,HSCode_29,2018,21.99,NA
SWITZERLAND,HSCode_29,2018,471.29,NA
SYRIA,HSCode_29,2018,20.79,NA
TAIWAN,HSCode_29,2018,258.49,NA
TAJIKISTAN,HSCode_29,2018,0.06,NA
TANZANIA REP,HSCode_29,2018,18.19,NA
THAILAND,HSCode_29,2018,400.19,NA
TIMOR LESTE,HSCode_29,2018,0.02,NA
TOGO,HSCode_29,2018,5.37,NA
TONGA,HSCode_29,2018,,NA
TRINIDAD,HSCode_29,2018,0.52,NA
TUNISIA,HSCode_29,2018,18.4,NA
TURKEY,HSCode_29,2018,316.64,NA
TURKMENISTAN,HSCode_29,2018,2.23,NA
U ARAB EMTS,HSCode_29,2018,449.11,NA
U K,HSCode_29,2018,254.51,NA
U S A,HSCode_29,2018,1843.43,NA
UGANDA,HSCode_29,2018,21.87,NA
UKRAINE,HSCode_29,2018,13.22,NA
UNSPECIFIED,HSCode_29,2018,1.97,NA
URUGUAY,HSCode_29,2018,11.64,NA
US MINOR OUTLYING ISLANDS,HSCode_29,2018,0.01,NA
UZBEKISTAN,HSCode_29,2018,2.28,NA
VENEZUELA,HSCode_29,2018,1.98,NA
VIETNAM SOC REP,HSCode_29,2018,136.77,NA
VIRGIN IS US,HSCode_29,2018,,NA
YEMEN REPUBLC,HSCode_29,2018,5.76,NA
ZAMBIA,HSCode_29,2018,1.92,NA
ZIMBABWE,HSCode_29,2018,1.41,NA
AFGHANISTAN,HSCode_29,2020,1.86,-55.65
ALBANIA,HSCode_29,2020,0.74,132.12
ALGERIA,HSCode_29,2020,33.58,-7.5
ANDORRA,HSCode_29,2020,0.0,
ANGOLA,HSCode_29,2020,0.87,-6.17
ANTIGUA,HSCode_29,2020,0.01,2062.08
ARGENTINA,HSCode_29,2020,100.98,19.96
ARMENIA,HSCode_29,2020,0.25,75.27
AUSTRALIA,HSCode_29,2020,44.57,-1.71
AUSTRIA,HSCode_29,2020,41.26,-3.42
AZERBAIJAN,HSCode_29,2020,0.27,186.62
BAHAMAS,HSCode_29,2020,0.25,56474.1
BAHARAIN IS,HSCode_29,2020,3.28,-7.81
BANGLADESH PR,HSCode_29,2020,305.15,9.43
BARBADOS,HSCode_29,2020,0.19,0.64
BELARUS,HSCode_29,2020,11.81,48.86
BELGIUM,HSCode_29,2020,520.38,13.64
BELIZE,HSCode_29,2020,0.05,117.8
BENIN,HSCode_29,2020,0.22,-56.44
BHUTAN,HSCode_29,2020,0.99,42.54
BOLIVIA,HSCode_29,2020,2.24,-2.15
BOSNIA-HRZGOVIN,HSCode_29,2020,1.31,18.4
BOTSWANA,HSCode_29,2020,0.0,-36.21
BRAZIL,HSCode_29,2020,627.25,26.75
BRUNEI,HSCode_29,2020,0.12,-82.63
BULGARIA,HSCode_29,2020,62.94,12.67
BURKINA FASO,HSCode_29,2020,0.25,497.57
BURUNDI,HSCode_29,2020,0.48,-44.58
C AFRI REP,HSCode_29,2020,0.0,-83.54
CAMBODIA,HSCode_29,2020,2.21,-61.76
CAMEROON,HSCode_29,2020,2.8,-10.39
CANADA,HSCode_29,2020,212.55,8.73
CAPE VERDE IS,HSCode_29,2020,0.01,65.79
CAYMAN IS,HSCode_29,2020,0.0,-99.02
CHAD,HSCode_29,2020,0.07,810.65
CHILE,HSCode_29,2020,29.85,-1.45
CHINA P RP,HSCode_29,2020,2416.37,-10.59
COLOMBIA,HSCode_29,2020,93.08,6.13
COMOROS,HSCode_29,2020,0.0,181.07
CONGO D. REP.,HSCode_29,2020,10.7,25.3
CONGO P REP,HSCode_29,2020,0.55,50.73
COSTA RICA,HSCode_29,2020,4.82,25.42
COTE D' IVOIRE,HSCode_29,2020,8.19,20.24
CROATIA,HSCode_29,2020,64.08,-2.7
CUBA,HSCode_29,2020,3.04,-27.58
CYPRUS,HSCode_29,2020,46.34,-3.24
CZECH REPUBLIC,HSCode_29,2020,43.48,-5.89
DENMARK,HSCode_29,2020,15.52,6.29
DJIBOUTI,HSCode_29,2020,0.5,-10.85
DOMINIC REP,HSCode_29,2020,5.58,25.66
DOMINICA,HSCode_29,2020,0.02,-81.11
ECUADOR,HSCode_29,2020,9.78,35.25
EGYPT A RP,HSCode_29,2020,263.44,6.86
EL SALVADOR,HSCode_29,2020,7.59,12.3
EQUTL GUINEA,HSCode_29,2020,0.05,22331.61
ERITREA,HSCode_29,2020,0.1,7401.35
ESTONIA,HSCode_29,2020,4.2,44.96
ETHIOPIA,HSCode_29,2020,5.26,-41.93
FIJI IS,HSCode_29,2020,0.5,-30.82
FINLAND,HSCode_29,2020,22.6,26.86
FR POLYNESIA,HSCode_29,2020,0.01,96.31
FRANCE,HSCode_29,2020,275.46,1.58
GABON,HSCode_29,2020,2.22,170.68
GAMBIA,HSCode_29,2020,0.12,-41.81
GEORGIA,HSCode_29,2020,3.31,1.14
GERMANY,HSCode_29,2020,809.9,14.64
GHANA,HSCode_29,2020,36.42,96.08
GREECE,HSCode_29,2020,85.01,40.89
GRENADA,HSCode_29,2020,0.0,75.66
GUADELOUPE,HSCode_29,2020,0.01,
GUAM,HSCode_29,2020,0.01,-92.32
GUATEMALA,HSCode_29,2020,13.36,-3.93
GUINEA,HSCode_29,2020,0.22,-28.83
GUINEA BISSAU,HSCode_29,2020,0.0,403.31
GUYANA,HSCode_29,2020,0.76,59.84
HAITI,HSCode_29,2020,0.39,46.43
HONDURAS,HSCode_29,2020,1.33,-16.0
HONG KONG,HSCode_29,2020,25.45,-13.16
HUNGARY,HSCode_29,2020,96.2,3.74
ICELAND,HSCode_29,2020,1.15,189.26
INDONESIA,HSCode_29,2020,465.17,-15.03
IRAN,HSCode_29,2020,242.69,-24.9
IRAQ,HSCode_29,2020,13.8,23.23
IRELAND,HSCode_29,2020,203.4,0.63
ISRAEL,HSCode_29,2020,102.48,0.58
ITALY,HSCode_29,2020,438.52,22.2
JAMAICA,HSCode_29,2020,0.48,-23.88
JAPAN,HSCode_29,2020,613.87,9.76
JORDAN,HSCode_29,2020,54.28,0.98
KAZAKHSTAN,HSCode_29,2020,5.13,165.17
KENYA,HSCode_29,2020,56.53,21.74
KOREA DP RP,HSCode_29,2020,0.19,-79.79
KOREA RP,HSCode_29,2020,431.78,-1.73
KUWAIT,HSCode_29,2020,32.0,-25.61
KYRGHYZSTAN,HSCode_29,2020,0.06,-51.5
LAO PD RP,HSCode_29,2020,0.09,-70.93
LATVIA,HSCode_29,2020,2.78,-17.23
LEBANON,HSCode_29,2020,20.43,-4.46
LESOTHO,HSCode_29,2020,0.06,
LIBERIA,HSCode_29,2020,0.5,17.88
LIBYA,HSCode_29,2020,0.62,-46.56
LIECHTENSTEIN,HSCode_29,2020,0.0,
LITHUANIA,HSCode_29,2020,7.55,39.93
LUXEMBOURG,HSCode_29,2020,0.01,-53.05
MACAO,HSCode_29,2020,0.0,-98.77
MACEDONIA,HSCode_29,2020,12.1,21.19
MADAGASCAR,HSCode_29,2020,1.66,38.11
MALAWI,HSCode_29,2020,2.04,4.73
MALAYSIA,HSCode_29,2020,374.97,-33.14
MALDIVES,HSCode_29,2020,0.22,129.01
MALI,HSCode_29,2020,0.14,-3.52
MALTA,HSCode_29,2020,24.0,18.03
MARTINIQUE,HSCode_29,2020,,
MAURITANIA,HSCode_29,2020,0.33,175.67
MAURITIUS,HSCode_29,2020,1.54,54.83
MEXICO,HSCode_29,2020,330.93,13.61
MICRONESIA,HSCode_29,2020,0.0,124.51
MOLDOVA,HSCode_29,2020,0.43,-8.19
MONACO,HSCode_29,2020,0.0,
MONGOLIA,HSCode_29,2020,0.05,26.91
MONTENEGRO,HSCode_29,2020,0.54,-71.37
MONTSERRAT,HSCode_29,2020,0.0,41.75
MOROCCO,HSCode_29,2020,26.46,-2.09
MOZAMBIQUE,HSCode_29,2020,5.15,-42.3
MYANMAR,HSCode_29,2020,9.01,59.1
N. MARIANA IS.,HSCode_29,2020,0.16,54.94
NAMIBIA,HSCode_29,2020,0.14,20486.67
NEPAL,HSCode_29,2020,52.59,9.1
NETHERLAND,HSCode_29,2020,582.75,14.43
NETHERLANDANTIL,HSCode_29,2020,0.01,3735.26
NEW CALEDONIA,HSCode_29,2020,0.0,97.54
NEW ZEALAND,HSCode_29,2020,11.2,-8.8
NICARAGUA,HSCode_29,2020,1.92,30.26
NIGER,HSCode_29,2020,0.31,78.26
NIGERIA,HSCode_29,2020,97.88,20.17
NORWAY,HSCode_29,2020,71.96,-11.08
OMAN,HSCode_29,2020,123.7,82.48
PAKISTAN IR,HSCode_29,2020,138.41,-49.48
PANAMA REPUBLIC,HSCode_29,2020,2.63,23.33
PAPUA N GNA,HSCode_29,2020,0.24,31.42
PARAGUAY,HSCode_29,2020,10.97,32.18
PERU,HSCode_29,2020,28.38,11.98
PHILIPPINES,HSCode_29,2020,41.89,-11.29
PITCAIRN IS.,HSCode_29,2020,,
POLAND,HSCode_29,2020,120.25,35.18
PORTUGAL,HSCode_29,2020,73.56,22.49
PUERTO RICO,HSCode_29,2020,44.54,19.27
