Country,HSCode,Year,Value(Imports),Growth
TONGA,HSCode_90,2023,0.04,-3.27
TRINIDAD,HSCode_90,2023,1.15,6.1
TUNISIA,HSCode_90,2023,5.3,-8.01
TURKEY,HSCode_90,2023,97.7,-4.62
TURKMENISTAN,HSCode_90,2023,0.62,-69.07
TURKS C IS,HSCode_90,2023,0.0,
TUVALU,HSCode_90,2023,,
U ARAB EMTS,HSCode_90,2023,314.53,154.91
U K,HSCode_90,2023,194.28,-19.32
U S A,HSCode_90,2023,899.98,-17.55
UGANDA,HSCode_90,2023,7.62,-2.94
UKRAINE,HSCode_90,2023,4.86,5.52
UNSPECIFIED,HSCode_90,2023,0.11,-25.41
URUGUAY,HSCode_90,2023,2.52,27.97
UZBEKISTAN,HSCode_90,2023,7.01,2.93
VANUATU REP,HSCode_90,2023,0.01,-10.71
VENEZUELA,HSCode_90,2023,2.05,156.84
VIETNAM SOC REP,HSCode_90,2023,29.32,-17.22
VIRGIN IS US,HSCode_90,2023,0.0,-99.98
YEMEN REPUBLC,HSCode_90,2023,6.49,17.66
ZAMBIA,HSCode_90,2023,7.49,35.92
ZIMBABWE,HSCode_90,2023,2.68,32.9
AFGHANISTAN,HSCode_90,2024,5.85,52.01
ALBANIA,HSCode_90,2024,1.15,63.08
ALGERIA,HSCode_90,2024,29.86,2.14
AMERI SAMOA,HSCode_90,2024,,
ANGOLA,HSCode_90,2024,6.66,-4.53
ANGUILLA,HSCode_90,2024,0.01,1.93
ANTIGUA,HSCode_90,2024,0.03,-14.47
ARGENTINA,HSCode_90,2024,24.79,49.92
ARMENIA,HSCode_90,2024,55.37,512.26
ARUBA,HSCode_90,2024,0.45,-72.26
AUSTRALIA,HSCode_90,2024,56.04,14.06
AUSTRIA,HSCode_90,2024,17.42,14.13
AZERBAIJAN,HSCode_90,2024,3.72,35.25
BAHAMAS,HSCode_90,2024,0.02,-65.35
BAHARAIN IS,HSCode_90,2024,3.76,-79.08
BANGLADESH PR,HSCode_90,2024,50.83,-6.65
BARBADOS,HSCode_90,2024,0.12,-55.41
BELARUS,HSCode_90,2024,1.77,15.24
BELGIUM,HSCode_90,2024,64.01,19.77
BELIZE,HSCode_90,2024,0.34,-27.71
BENIN,HSCode_90,2024,2.13,54.97
BERMUDA,HSCode_90,2024,0.0,1117.99
BHUTAN,HSCode_90,2024,10.77,11.98
BOLIVIA,HSCode_90,2024,1.73,-34.22
BOSNIA-HRZGOVIN,HSCode_90,2024,0.56,-25.36
BOTSWANA,HSCode_90,2024,0.9,17.81
BR VIRGN IS,HSCode_90,2024,0.0,-85.22
BRAZIL,HSCode_90,2024,107.66,6.85
BRUNEI,HSCode_90,2024,0.4,2.28
BULGARIA,HSCode_90,2024,17.82,144.53
BURKINA FASO,HSCode_90,2024,2.24,-8.53
BURUNDI,HSCode_90,2024,1.03,-2.72
C AFRI REP,HSCode_90,2024,0.05,-27.35
CAMBODIA,HSCode_90,2024,1.13,-22.39
CAMEROON,HSCode_90,2024,2.91,38.86
CANADA,HSCode_90,2024,33.36,-14.37
CAPE VERDE IS,HSCode_90,2024,0.0,-79.96
CAYMAN IS,HSCode_90,2024,1.64,24.84
CHAD,HSCode_90,2024,0.63,-63.1
CHILE,HSCode_90,2024,9.72,44.18
CHINA P RP,HSCode_90,2024,238.79,4.05
CHRISTMAS IS.,HSCode_90,2024,0.02,
COLOMBIA,HSCode_90,2024,18.45,25.09
COMOROS,HSCode_90,2024,0.22,359.57
CONGO D. REP.,HSCode_90,2024,6.28,-16.41
CONGO P REP,HSCode_90,2024,1.09,-51.38
COSTA RICA,HSCode_90,2024,6.94,-34.08
COTE D' IVOIRE,HSCode_90,2024,3.81,-28.26
CROATIA,HSCode_90,2024,22.54,19.74
CUBA,HSCode_90,2024,0.4,99.12
CURACAO,HSCode_90,2024,0.05,
CYPRUS,HSCode_90,2024,2.11,-42.82
CZECH REPUBLIC,HSCode_90,2024,17.36,82.46
DENMARK,HSCode_90,2024,10.95,-34.68
DJIBOUTI,HSCode_90,2024,3.12,38.08
DOMINIC REP,HSCode_90,2024,5.01,17.86
DOMINICA,HSCode_90,2024,0.58,356.7
ECUADOR,HSCode_90,2024,12.12,-16.28
EGYPT A RP,HSCode_90,2024,31.56,33.39
EL SALVADOR,HSCode_90,2024,1.93,8.11
EQUTL GUINEA,HSCode_90,2024,0.31,43.63
ERITREA,HSCode_90,2024,0.74,2.76
ESTONIA,HSCode_90,2024,2.41,5.23
ETHIOPIA,HSCode_90,2024,10.91,12.15
FAROE IS.,HSCode_90,2024,0.0,-94.21
FIJI IS,HSCode_90,2024,1.8,36.06
FINLAND,HSCode_90,2024,6.92,35.79
FR GUIANA,HSCode_90,2024,,
FR POLYNESIA,HSCode_90,2024,0.0,-78.81
FRANCE,HSCode_90,2024,249.33,-11.18
GABON,HSCode_90,2024,0.39,-57.28
GAMBIA,HSCode_90,2024,0.71,-66.43
GEORGIA,HSCode_90,2024,7.92,31.56
GERMANY,HSCode_90,2024,416.36,35.71
GHANA,HSCode_90,2024,9.24,25.51
GIBRALTAR,HSCode_90,2024,0.0,-80.31
GREECE,HSCode_90,2024,13.23,24.45
GRENADA,HSCode_90,2024,0.03,-22.25
GUADELOUPE,HSCode_90,2024,0.01,192.18
GUAM,HSCode_90,2024,,
GUATEMALA,HSCode_90,2024,5.72,9.82
GUINEA,HSCode_90,2024,1.35,-27.99
GUINEA BISSAU,HSCode_90,2024,0.07,47.44
GUYANA,HSCode_90,2024,3.0,59.65
HAITI,HSCode_90,2024,0.19,-37.64
HONDURAS,HSCode_90,2024,3.29,57.75
HONG KONG,HSCode_90,2024,53.95,26.38
HUNGARY,HSCode_90,2024,11.49,10.12
ICELAND,HSCode_90,2024,0.24,-21.33
INDONESIA,HSCode_90,2024,57.93,-17.09
IRAN,HSCode_90,2024,5.06,26.82
IRAQ,HSCode_90,2024,23.48,24.57
IRELAND,HSCode_90,2024,25.42,-10.94
ISRAEL,HSCode_90,2024,34.16,-3.27
ITALY,HSCode_90,2024,90.01,-15.22
JAMAICA,HSCode_90,2024,1.22,38.5
JAPAN,HSCode_90,2024,76.78,-6.07
JORDAN,HSCode_90,2024,7.52,29.55
KAZAKHSTAN,HSCode_90,2024,7.8,5.88
KENYA,HSCode_90,2024,25.74,6.99
KIRIBATI REP,HSCode_90,2024,0.0,-88.33
KOREA DP RP,HSCode_90,2024,,
KOREA RP,HSCode_90,2024,46.39,45.3
KUWAIT,HSCode_90,2024,14.45,-14.86
KYRGHYZSTAN,HSCode_90,2024,2.04,9.01
LAO PD RP,HSCode_90,2024,0.15,-36.97
LATVIA,HSCode_90,2024,0.44,-4.55
LEBANON,HSCode_90,2024,4.38,-2.43
LESOTHO,HSCode_90,2024,0.07,15.82
LIBERIA,HSCode_90,2024,1.89,35.05
LIBYA,HSCode_90,2024,4.62,8.17
LIECHTENSTEIN,HSCode_90,2024,0.0,-86.71
LITHUANIA,HSCode_90,2024,19.45,63.88
LUXEMBOURG,HSCode_90,2024,0.05,-70.14
MACAO,HSCode_90,2024,0.0,-69.3
MACEDONIA,HSCode_90,2024,0.19,-51.32
MADAGASCAR,HSCode_90,2024,1.51,-20.79
MALAWI,HSCode_90,2024,2.77,0.74
MALAYSIA,HSCode_90,2024,68.74,5.96
MALDIVES,HSCode_90,2024,12.84,-7.36
MALI,HSCode_90,2024,1.08,-8.74
MALTA,HSCode_90,2024,0.93,45.7
MARSHALL ISLAND,HSCode_90,2024,0.06,-91.93
MARTINIQUE,HSCode_90,2024,0.0,63.53
MAURITANIA,HSCode_90,2024,0.9,10.74
MAURITIUS,HSCode_90,2024,14.68,99.17
MAYOTTE,HSCode_90,2024,0.0,-99.94
MEXICO,HSCode_90,2024,55.78,19.98
MICRONESIA,HSCode_90,2024,0.2,50.09
MOLDOVA,HSCode_90,2024,1.22,291.45
MONACO,HSCode_90,2024,,
MONGOLIA,HSCode_90,2024,0.51,-70.12
MONTENEGRO,HSCode_90,2024,0.28,351.52
MOROCCO,HSCode_90,2024,38.99,77.56
MOZAMBIQUE,HSCode_90,2024,7.35,-8.43
MYANMAR,HSCode_90,2024,3.75,-46.09
NAMIBIA,HSCode_90,2024,1.26,-0.88
NAURU RP,HSCode_90,2024,0.0,
NEPAL,HSCode_90,2024,52.57,5.17
NETHERLAND,HSCode_90,2024,145.84,1.02
NETHERLANDANTIL,HSCode_90,2024,0.04,-20.47
NEW CALEDONIA,HSCode_90,2024,0.0,-70.35
NEW ZEALAND,HSCode_90,2024,3.77,59.5
NICARAGUA,HSCode_90,2024,4.22,26.46
NIGER,HSCode_90,2024,0.23,-24.34
NIGERIA,HSCode_90,2024,46.7,1.17
NORFOLK IS,HSCode_90,2024,,
NORWAY,HSCode_90,2024,6.49,-1.09
OMAN,HSCode_90,2024,28.09,-78.58
PAKISTAN IR,HSCode_90,2024,5.66,-7.19
PALAU,HSCode_90,2024,0.01,114.58
PANAMA REPUBLIC,HSCode_90,2024,5.13,45.89
PAPUA N GNA,HSCode_90,2024,4.09,51.33
PARAGUAY,HSCode_90,2024,3.24,30.23
PERU,HSCode_90,2024,13.34,10.72
PHILIPPINES,HSCode_90,2024,25.08,-2.2
POLAND,HSCode_90,2024,39.85,-2.14
PORTUGAL,HSCode_90,2024,4.66,17.58
PUERTO RICO,HSCode_90,2024,7.22,33.44
QATAR,HSCode_90,2024,45.77,33.08
REUNION,HSCode_90,2024,0.04,143.8
ROMANIA,HSCode_90,2024,13.54,98.24
RUSSIA,HSCode_90,2024,132.41,-5.81
RWANDA,HSCode_90,2024,2.69,10.95
SAHARWI A.DM RP,HSCode_90,2024,0.0,
SAMOA,HSCode_90,2024,0.12,127.65
SAO TOME,HSCode_90,2024,0.0,-78.85
SAUDI ARAB,HSCode_90,2024,106.81,97.89
SENEGAL,HSCode_90,2024,7.62,13.78
SERBIA,HSCode_90,2024,2.84,68.75
SEYCHELLES,HSCode_90,2024,0.82,-2.36
SIERRA LEONE,HSCode_90,2024,1.35,-10.61
SINGAPORE,HSCode_90,2024,302.11,22.31
SLOVAK REP,HSCode_90,2024,13.72,529.37
SLOVENIA,HSCode_90,2024,5.21,113.27
SOLOMON IS,HSCode_90,2024,0.04,-50.43
SOMALIA,HSCode_90,2024,3.67,-11.56
SOUTH AFRICA,HSCode_90,2024,46.46,16.46
SOUTH SUDAN,HSCode_90,2024,0.2,-9.93
SPAIN,HSCode_90,2024,32.28,-4.56
SRI LANKA DSR,HSCode_90,2024,26.26,-19.62
ST HELENA,HSCode_90,2024,0.03,
ST KITT N A,HSCode_90,2024,0.02,85.79
ST LUCIA,HSCode_90,2024,0.32,70.23
ST VINCENT,HSCode_90,2024,0.02,-27.05
STATE OF PALEST,HSCode_90,2024,0.01,-84.75
SUDAN,HSCode_90,2024,8.03,57.4
SURINAME,HSCode_90,2024,0.48,256.96
SWAZILAND,HSCode_90,2024,0.18,13.03
SWEDEN,HSCode_90,2024,18.94,-37.87
SWITZERLAND,HSCode_90,2024,30.67,14.79
SYRIA,HSCode_90,2024,0.44,326.31
TAIWAN,HSCode_90,2024,17.51,28.45
TAJIKISTAN,HSCode_90,2024,1.18,34.68
TANZANIA REP,HSCode_90,2024,27.78,14.46
THAILAND,HSCode_90,2024,66.98,12.34
TIMOR LESTE,HSCode_90,2024,0.23,11.4
TOGO,HSCode_90,2024,0.98,-47.66
TOKELAU IS,HSCode_90,2024,0.03,
TONGA,HSCode_90,2024,0.01,-80.74
TRINIDAD,HSCode_90,2024,1.59,38.25
TUNISIA,HSCode_90,2024,6.69,26.13
TURKEY,HSCode_90,2024,95.36,-2.39
TURKMENISTAN,HSCode_90,2024,0.52,-17.08
TURKS C IS,HSCode_90,2024,0.01,23.85
TUVALU,HSCode_90,2024,0.0,
U ARAB EMTS,HSCode_90,2024,237.15,-24.6
U K,HSCode_90,2024,244.5,25.85
U S A,HSCode_90,2024,949.09,5.46
UGANDA,HSCode_90,2024,8.03,5.47
UKRAINE,HSCode_90,2024,5.3,9.0
UNSPECIFIED,HSCode_90,2024,0.78,631.01
URUGUAY,HSCode_90,2024,2.82,12.12
UZBEKISTAN,HSCode_90,2024,5.27,-24.83
VANUATU REP,HSCode_90,2024,0.01,8.48
VENEZUELA,HSCode_90,2024,2.55,24.51
VIETNAM SOC REP,HSCode_90,2024,36.49,24.46
VIRGIN IS US,HSCode_90,2024,0.02,5319.19
YEMEN REPUBLC,HSCode_90,2024,4.91,-24.39
ZAMBIA,HSCode_90,2024,5.56,-25.88
ZIMBABWE,HSCode_90,2024,2.67,-0.22
AFGHANISTAN,HSCode_90,2025,4.13,
ALBANIA,HSCode_90,2025,0.25,
ALGERIA,HSCode_90,2025,11.49,
ANGOLA,HSCode_90,2025,3.25,
ANGUILLA,HSCode_90,2025,0.0,
ANTIGUA,HSCode_90,2025,0.0,
ARGENTINA,HSCode_90,2025,8.75,
ARMENIA,HSCode_90,2025,0.43,
ARUBA,HSCode_90,2025,0.07,
AUSTRALIA,HSCode_90,2025,27.0,
AUSTRIA,HSCode_90,2025,7.04,
AZERBAIJAN,HSCode_90,2025,1.13,
BAHAMAS,HSCode_90,2025,0.01,
BAHARAIN IS,HSCode_90,2025,1.28,
BANGLADESH PR,HSCode_90,2025,19.6,
BARBADOS,HSCode_90,2025,0.21,
BELARUS,HSCode_90,2025,0.83,
BELGIUM,HSCode_90,2025,23.1,
BELIZE,HSCode_90,2025,0.06,
BENIN,HSCode_90,2025,0.46,
BERMUDA,HSCode_90,2025,,
BHUTAN,HSCode_90,2025,4.76,
BOLIVIA,HSCode_90,2025,0.47,
BOSNIA-HRZGOVIN,HSCode_90,2025,0.23,
BOTSWANA,HSCode_90,2025,0.34,
BR VIRGN IS,HSCode_90,2025,0.0,
BRAZIL,HSCode_90,2025,53.29,
BRITISH INDIAN,HSCode_90,2025,0.0,
BRUNEI,HSCode_90,2025,0.28,
BULGARIA,HSCode_90,2025,2.18,
BURKINA FASO,HSCode_90,2025,0.9,
BURUNDI,HSCode_90,2025,0.36,
C AFRI REP,HSCode_90,2025,0.01,
CAMBODIA,HSCode_90,2025,0.79,
CAMEROON,HSCode_90,2025,1.58,
CANADA,HSCode_90,2025,15.48,
CAPE VERDE IS,HSCode_90,2025,0.0,
CAYMAN IS,HSCode_90,2025,1.3,
CHAD,HSCode_90,2025,0.16,
CHILE,HSCode_90,2025,3.28,
CHINA P RP,HSCode_90,2025,104.95,
CHRISTMAS IS.,HSCode_90,2025,,
COLOMBIA,HSCode_90,2025,8.18,
COMOROS,HSCode_90,2025,0.02,
CONGO D. REP.,HSCode_90,2025,2.09,
CONGO P REP,HSCode_90,2025,0.36,
COSTA RICA,HSCode_90,2025,4.09,
COTE D' IVOIRE,HSCode_90,2025,1.55,
CROATIA,HSCode_90,2025,9.81,
CUBA,HSCode_90,2025,0.0,
CURACAO,HSCode_90,2025,,
CYPRUS,HSCode_90,2025,1.3,
CZECH REPUBLIC,HSCode_90,2025,8.46,
DENMARK,HSCode_90,2025,4.04,
DJIBOUTI,HSCode_90,2025,1.69,
DOMINIC REP,HSCode_90,2025,3.85,
DOMINICA,HSCode_90,2025,0.09,
ECUADOR,HSCode_90,2025,4.53,
EGYPT A RP,HSCode_90,2025,11.87,
EL SALVADOR,HSCode_90,2025,0.89,
EQUTL GUINEA,HSCode_90,2025,0.08,
ERITREA,HSCode_90,2025,0.23,
ESTONIA,HSCode_90,2025,0.58,
ETHIOPIA,HSCode_90,2025,3.94,
FAROE IS.,HSCode_90,2025,,
FIJI IS,HSCode_90,2025,0.89,
FINLAND,HSCode_90,2025,1.87,
FR GUIANA,HSCode_90,2025,0.0,
FR POLYNESIA,HSCode_90,2025,0.0,
FRANCE,HSCode_90,2025,117.22,
GABON,HSCode_90,2025,0.14,
GAMBIA,HSCode_90,2025,0.28,
GEORGIA,HSCode_90,2025,3.31,
GERMANY,HSCode_90,2025,149.38,
GHANA,HSCode_90,2025,5.55,
GIBRALTAR,HSCode_90,2025,0.0,
GREECE,HSCode_90,2025,6.54,
GRENADA,HSCode_90,2025,0.09,
GUADELOUPE,HSCode_90,2025,0.0,
GUATEMALA,HSCode_90,2025,2.15,
GUINEA,HSCode_90,2025,1.11,
GUINEA BISSAU,HSCode_90,2025,0.02,
GUYANA,HSCode_90,2025,1.44,
HAITI,HSCode_90,2025,0.33,
HONDURAS,HSCode_90,2025,0.92,
HONG KONG,HSCode_90,2025,19.12,
HUNGARY,HSCode_90,2025,3.31,
ICELAND,HSCode_90,2025,0.15,
INDONESIA,HSCode_90,2025,21.46,
IRAN,HSCode_90,2025,3.18,
IRAQ,HSCode_90,2025,7.8,
IRELAND,HSCode_90,2025,12.45,
ISRAEL,HSCode_90,2025,14.25,
ITALY,HSCode_90,2025,32.68,
JAMAICA,HSCode_90,2025,0.64,
JAPAN,HSCode_90,2025,30.3,
JORDAN,HSCode_90,2025,3.11,
KAZAKHSTAN,HSCode_90,2025,2.28,
KENYA,HSCode_90,2025,12.68,
KIRIBATI REP,HSCode_90,2025,0.0,
KOREA RP,HSCode_90,2025,22.65,
KUWAIT,HSCode_90,2025,9.1,
KYRGHYZSTAN,HSCode_90,2025,0.66,
LAO PD RP,HSCode_90,2025,0.03,
LATVIA,HSCode_90,2025,0.66,
LEBANON,HSCode_90,2025,2.58,
LESOTHO,HSCode_90,2025,0.0,
LIBERIA,HSCode_90,2025,1.24,
LIBYA,HSCode_90,2025,1.25,
LIECHTENSTEIN,HSCode_90,2025,,
LITHUANIA,HSCode_90,2025,6.7,
LUXEMBOURG,HSCode_90,2025,0.05,
MACAO,HSCode_90,2025,0.07,
MACEDONIA,HSCode_90,2025,0.1,
MADAGASCAR,HSCode_90,2025,0.39,
MALAWI,HSCode_90,2025,0.71,
MALAYSIA,HSCode_90,2025,33.32,
MALDIVES,HSCode_90,2025,5.05,
MALI,HSCode_90,2025,0.64,
MALTA,HSCode_90,2025,0.18,
MARSHALL ISLAND,HSCode_90,2025,,
MARTINIQUE,HSCode_90,2025,0.0,
MAURITANIA,HSCode_90,2025,0.34,
MAURITIUS,HSCode_90,2025,2.52,
MAYOTTE,HSCode_90,2025,,
MEXICO,HSCode_90,2025,23.64,
MICRONESIA,HSCode_90,2025,0.0,
MOLDOVA,HSCode_90,2025,0.44,
MONGOLIA,HSCode_90,2025,0.15,
MONTENEGRO,HSCode_90,2025,0.1,
MOROCCO,HSCode_90,2025,21.72,
MOZAMBIQUE,HSCode_90,2025,2.62,
MYANMAR,HSCode_90,2025,1.25,
NAMIBIA,HSCode_90,2025,0.29,
NAURU RP,HSCode_90,2025,,
NEPAL,HSCode_90,2025,23.33,
NETHERLAND,HSCode_90,2025,57.13,
NETHERLANDANTIL,HSCode_90,2025,0.01,
NEW CALEDONIA,HSCode_90,2025,0.0,
NEW ZEALAND,HSCode_90,2025,1.6,
NICARAGUA,HSCode_90,2025,1.2,
NIGER,HSCode_90,2025,0.06,
NIGERIA,HSCode_90,2025,17.49,
NORWAY,HSCode_90,2025,2.37,
OMAN,HSCode_90,2025,9.42,
PAKISTAN IR,HSCode_90,2025,0.53,
PALAU,HSCode_90,2025,0.0,
PANAMA REPUBLIC,HSCode_90,2025,1.78,
PAPUA N GNA,HSCode_90,2025,1.68,
PARAGUAY,HSCode_90,2025,1.07,
PERU,HSCode_90,2025,5.68,
PHILIPPINES,HSCode_90,2025,14.27,
POLAND,HSCode_90,2025,21.85,
PORTUGAL,HSCode_90,2025,1.88,
PUERTO RICO,HSCode_90,2025,2.53,
QATAR,HSCode_90,2025,21.45,
REUNION,HSCode_90,2025,0.02,
ROMANIA,HSCode_90,2025,5.04,
RUSSIA,HSCode_90,2025,57.49,
RWANDA,HSCode_90,2025,1.02,
SAHARWI A.DM RP,HSCode_90,2025,,
SAMOA,HSCode_90,2025,,
SAO TOME,HSCode_90,2025,0.0,
SAUDI ARAB,HSCode_90,2025,45.84,
SENEGAL,HSCode_90,2025,3.6,
SERBIA,HSCode_90,2025,2.22,
SEYCHELLES,HSCode_90,2025,0.29,
SIERRA LEONE,HSCode_90,2025,0.78,
SINGAPORE,HSCode_90,2025,93.6,
SLOVAK REP,HSCode_90,2025,3.69,
SLOVENIA,HSCode_90,2025,1.03,
SOLOMON IS,HSCode_90,2025,0.06,
SOMALIA,HSCode_90,2025,1.19,
SOUTH AFRICA,HSCode_90,2025,18.67,
SOUTH SUDAN,HSCode_90,2025,0.19,
SPAIN,HSCode_90,2025,16.37,
SRI LANKA DSR,HSCode_90,2025,14.82,
ST HELENA,HSCode_90,2025,,
ST KITT N A,HSCode_90,2025,0.0,
ST LUCIA,HSCode_90,2025,0.49,
ST VINCENT,HSCode_90,2025,0.0,
STATE OF PALEST,HSCode_90,2025,,
SUDAN,HSCode_90,2025,3.31,
SURINAME,HSCode_90,2025,0.03,
SWAZILAND,HSCode_90,2025,0.02,
SWEDEN,HSCode_90,2025,12.33,
SWITZERLAND,HSCode_90,2025,10.06,
SYRIA,HSCode_90,2025,0.07,
TAIWAN,HSCode_90,2025,13.52,
TAJIKISTAN,HSCode_90,2025,0.38,
TANZANIA REP,HSCode_90,2025,9.56,
THAILAND,HSCode_90,2025,18.57,
TIMOR LESTE,HSCode_90,2025,0.04,
TOGO,HSCode_90,2025,0.82,
TOKELAU IS,HSCode_90,2025,0.0,
TONGA,HSCode_90,2025,0.02,
TRINIDAD,HSCode_90,2025,0.55,
TUNISIA,HSCode_90,2025,3.67,
TURKEY,HSCode_90,2025,33.91,
TURKMENISTAN,HSCode_90,2025,0.23,
TURKS C IS,HSCode_90,2025,0.0,
TUVALU,HSCode_90,2025,0.0,
U ARAB EMTS,HSCode_90,2025,95.58,
U K,HSCode_90,2025,99.89,
U S A,HSCode_90,2025,529.67,
UGANDA,HSCode_90,2025,3.59,
UKRAINE,HSCode_90,2025,2.3,
UNSPECIFIED,HSCode_90,2025,1.27,
URUGUAY,HSCode_90,2025,2.08,
UZBEKISTAN,HSCode_90,2025,3.09,
VANUATU REP,HSCode_90,2025,0.01,
VENEZUELA,HSCode_90,2025,1.24,
VIETNAM SOC REP,HSCode_90,2025,18.69,
VIRGIN IS US,HSCode_90,2025,,
YEMEN REPUBLC,HSCode_90,2025,2.7,
ZAMBIA,HSCode_90,2025,2.32,
ZIMBABWE,HSCode_90,2025,1.41,
AFGHANISTAN,HSCode_90,2018,7.26,48.24
ALBANIA,HSCode_90,2018,0.53,1.43
ALGERIA,HSCode_90,2018,11.2,38.65
AMERI SAMOA,HSCode_90,2018,0.0,-79.28
ANDORRA,HSCode_90,2018,,
ANGOLA,HSCode_90,2018,3.11,52.29
ANGUILLA,HSCode_90,2018,0.01,-98.43
ANTIGUA,HSCode_90,2018,0.0,-89.07
ARGENTINA,HSCode_90,2018,10.11,4.55
ARMENIA,HSCode_90,2018,0.34,27.63
ARUBA,HSCode_90,2018,1.19,114.04
AUSTRALIA,HSCode_90,2018,36.33,27.08
AUSTRIA,HSCode_90,2018,13.23,41.31
AZERBAIJAN,HSCode_90,2018,0.43,-77.46
BAHAMAS,HSCode_90,2018,0.01,-2.52
BAHARAIN IS,HSCode_90,2018,4.7,86.11
BANGLADESH PR,HSCode_90,2018,62.83,10.48
BARBADOS,HSCode_90,2018,0.1,35.89
BELARUS,HSCode_90,2018,0.61,-16.33
BELGIUM,HSCode_90,2018,20.96,-12.71
BELIZE,HSCode_90,2018,0.11,-89.89
BENIN,HSCode_90,2018,1.37,146.05
BERMUDA,HSCode_90,2018,0.01,109.19
BHUTAN,HSCode_90,2018,5.94,66.0
BOLIVIA,HSCode_90,2018,3.03,95.44
BOSNIA-HRZGOVIN,HSCode_90,2018,0.34,-68.34
BOTSWANA,HSCode_90,2018,0.88,-32.15
BR VIRGN IS,HSCode_90,2018,0.01,2725.33
BRAZIL,HSCode_90,2018,55.54,-10.6
BRUNEI,HSCode_90,2018,0.11,-89.09
BULGARIA,HSCode_90,2018,3.26,-13.13
BURKINA FASO,HSCode_90,2018,1.79,15.13
BURUNDI,HSCode_90,2018,1.29,304.98
C AFRI REP,HSCode_90,2018,0.11,316.83
CAMBODIA,HSCode_90,2018,1.41,51.0
CAMEROON,HSCode_90,2018,1.94,68.3
CANADA,HSCode_90,2018,22.52,50.06
CAPE VERDE IS,HSCode_90,2018,0.0,-83.92
CAYMAN IS,HSCode_90,2018,1.11,14.88
CHAD,HSCode_90,2018,0.6,120.83
CHILE,HSCode_90,2018,8.67,112.03
CHINA P RP,HSCode_90,2018,150.34,-3.15
COLOMBIA,HSCode_90,2018,9.83,21.45
COMOROS,HSCode_90,2018,0.01,-94.7
CONGO D. REP.,HSCode_90,2018,2.93,71.4
CONGO P REP,HSCode_90,2018,0.87,-71.35
COOK IS,HSCode_90,2018,0.0,
COSTA RICA,HSCode_90,2018,3.75,82.48
COTE D' IVOIRE,HSCode_90,2018,2.37,-48.51
CROATIA,HSCode_90,2018,2.84,134.82
CUBA,HSCode_90,2018,1.07,-32.77
CYPRUS,HSCode_90,2018,1.0,19.02
CZECH REPUBLIC,HSCode_90,2018,11.72,169.22
DENMARK,HSCode_90,2018,12.58,-41.06
DJIBOUTI,HSCode_90,2018,0.93,20.88
DOMINIC REP,HSCode_90,2018,3.14,-24.84
DOMINICA,HSCode_90,2018,0.09,3810.35
ECUADOR,HSCode_90,2018,8.29,35.77
EGYPT A RP,HSCode_90,2018,23.32,21.97
EL SALVADOR,HSCode_90,2018,0.74,-22.06
EQUTL GUINEA,HSCode_90,2018,0.02,-59.17
ERITREA,HSCode_90,2018,0.31,65.28
ESTONIA,HSCode_90,2018,1.13,16.05
ETHIOPIA,HSCode_90,2018,13.75,4.13
FAROE IS.,HSCode_90,2018,0.0,
FIJI IS,HSCode_90,2018,0.79,-43.34
FINLAND,HSCode_90,2018,5.89,-40.91
FR GUIANA,HSCode_90,2018,0.0,142.41
FR POLYNESIA,HSCode_90,2018,0.01,991.04
FRANCE,HSCode_90,2018,238.69,51.19
GABON,HSCode_90,2018,1.17,488.32
GAMBIA,HSCode_90,2018,0.34,37.63
GEORGIA,HSCode_90,2018,2.25,24.46
GERMANY,HSCode_90,2018,212.63,6.04
GHANA,HSCode_90,2018,8.44,-22.45
GIBRALTAR,HSCode_90,2018,0.0,
GREECE,HSCode_90,2018,5.4,-25.97
GRENADA,HSCode_90,2018,0.03,129.72
GUADELOUPE,HSCode_90,2018,0.03,62.01
GUAM,HSCode_90,2018,0.01,-34.23
GUATEMALA,HSCode_90,2018,2.9,5.32
GUINEA,HSCode_90,2018,1.49,51.49
GUINEA BISSAU,HSCode_90,2018,0.01,-98.46
GUYANA,HSCode_90,2018,0.61,50.96
HAITI,HSCode_90,2018,0.11,-52.31
HONDURAS,HSCode_90,2018,1.59,67.81
HONG KONG,HSCode_90,2018,33.23,10.59
HUNGARY,HSCode_90,2018,5.62,21.09
ICELAND,HSCode_90,2018,0.36,47.07
INDONESIA,HSCode_90,2018,33.95,39.19
IRAN,HSCode_90,2018,21.47,7.56
IRAQ,HSCode_90,2018,10.17,78.08
IRELAND,HSCode_90,2018,12.23,-7.8
ISRAEL,HSCode_90,2018,38.97,-14.7
ITALY,HSCode_90,2018,47.13,-1.63
JAMAICA,HSCode_90,2018,0.65,6.83
JAPAN,HSCode_90,2018,74.46,51.28
JORDAN,HSCode_90,2018,2.76,-49.08
KAZAKHSTAN,HSCode_90,2018,3.8,14.82
KENYA,HSCode_90,2018,21.23,11.62
KIRIBATI REP,HSCode_90,2018,0.0,-73.93
KOREA DP RP,HSCode_90,2018,0.12,-83.99
KOREA RP,HSCode_90,2018,42.77,-10.58
KUWAIT,HSCode_90,2018,11.2,-32.71
KYRGHYZSTAN,HSCode_90,2018,0.54,-59.38
LAO PD RP,HSCode_90,2018,0.22,-26.26
LATVIA,HSCode_90,2018,1.02,48.26
LEBANON,HSCode_90,2018,2.58,-3.78
